cleaned_text,sentiment
archiving project files to sharepoint this is not fun ,Negative
he is dead on house ,Negative
good morning   only about eight hours until noodles the only positive thing i can think of right now ,Positive
that is just wrong want me to bring you some ,Positive
yay public twitter for my blog ,Positive
stupid effin twitter will not let me upload a picture ,Negative
just realized i forgot my lunch at home ,Negative
 sway sway tour in julyyyyy exitedd muchh  follow me pleaseeee i need more followerss ,Negative
 haha especially when it has loads of cheese ,Positive
twitter is down ,Negative
 yup phwoar pretty much means ohmygod look at him lol ,Positive
 no i am old you made it to 1045 whereas i usually only last til 10 ,Negative
off to london today ,Negative
 night v sweet jon dreams good luck on the test love and huggers ,Positive
ready to go to my cousinsat fiveits now 1422 ,Negative
yet another day  working thru a weekend sucks ,Negative
 if everything goes as planned i should be interviewing bt tonight after 2200 talk about spinning socks ,Positive
 how is your holy week coming along hope i am not bothering you but do you think we can get the froulala cards this week ,Positive
 aw frank  airport people are always dead grumpy they have got like 247 jetlag,Negative
 i remember you crying when mom left you and you survived it ,Positive
 how come you are background covers the screen but mine is in the corner ,Negative
 lol i was thinking the same thing ,Positive
i must go everyone have a splendid day ,Positive
 good morning jason  hope you are enjoying tweeting my twitter friend  ,Positive
  nice new calvins in a rainbow of colours to make the most of his tan i love them obv,Positive
 late for me considering that i have not been to bed   ,Positive
working and twittering  whatever that means,Positive
 yeah i do i have an application that runs every few minutes to do that but its the addons they conflict all the time ,Negative
it was a sleepless night ,Negative
 hi sweet heart  science amp cookies go hand in hand   what tweetup hon,Positive
okay goodnight twitterverse i have to get up early tomorrow for work ,Negative
or maybe i can  i do not know i still think twitter is weird but i like the name ,Positive
misses rach already ,Negative
  yes more than most you need to work with groups  we are 3 a name for our coop office maxims ,Positive
 it was close to 80 here in san diego yesterday  now it is only 58 ,Negative
i am missing my best friends i miss our fun times together i love you guys and i miss you so much  ,Negative
one final donejust two more to go  ,Negative
has just finished watching all supermac18 videos ,Positive
wow just got how it was great a bunch of new cars i loved the yellow honda hatchback ez model it kind of looks like mine lol  ,Positive
how come only audrey updates twitter i need to follow more people sorry audrey ,Positive
 megafast trip you have time during day tomweds or you going out tonight want to see you bad tried to warn you tech fail ,Negative
i really love  and i wish he would reply  mucha mucha,Negative
wants so go back   but weather is fiiiine so i will be outside all day ,Positive
i am going to lose followers by doing this  but i have no one to tweet to lol,Negative
i got to check out that new eminem song everyone is talking abouthe is getting some bad reviews by twitterville that i hope is not true ,Negative
  morning oh no more of them    ,Negative
is still sore from k1 ,Negative
 i know the feeling  ,Negative
my throat still hurts  wah feel sorry for me lol,Negative
is really sad and does not really know y ,Negative
 hi hope your days going great so far ,Positive
in another boring meeting ,Negative
 no fluke was down for over 5 mins but is back now and responding fast ,Positive
 probably not  but it is a good excuse to whack an extra 10 on your price ,Positive
 it is very simple use firefox or ie n just copy the updates n paste it ,Positive
off to school get to leave at 11 lunch with lejewski track at kelly  justonedancelt3,Positive
a few catering gigs very cool getting ready for the normal week  working on easter  ,Negative
i think  got a raw deal another champion leaves the pool ,Negative
is not impressed she accidently left her ipod on all day n its now dead ,Negative
 can you email me your postal address and i will get the publicist to post one out toyou ,Positive
my throat is still really sore i was meant to be going on a 5 day camp from friday but not so sure now ,Negative
 have a great daynight ,Positive
just had a fabulous day at disney land ,Positive
today i have to get a washing machine even less room in my kitchen to put my stuff well but i need clean clothes ,Positive
 sorry no credit  switched jose for xavier ,Positive
rip little mouse i am sure your family will miss you buddy ,Negative
 argos was disturbingly uneventful i am disappointed ,Negative
oh jewbus two years worth of classes work is alot to organize gtlt i am not finishing tonight it is not possiblemy bones ache ,Negative
5k run 1 mile walk for lifespansee  quest for hope link for details or drop me a note fun event ,Positive
i have realised something whenever i cannot text phoebe i email her like in macau i emailed her endlessly it is the same now  no sykes,Negative
poor msu was hoping they would beat them heels ,Negative
lost in proximus online sitemaze between eservices and myproximus no way to send an email to support and  is a squatter ,Negative
 haha  maybe they will add the quotthrow shoesquot competition in the parlament  i wonder who will win ,Positive
one more week till pay day  where is my stimulus package mr rudd,Negative
where has all my money gone ,Negative
 i still have not read the 9thamp10th princess diaries  saving francesca made me cry at the end hmm those are easy books,Negative
 a  but she will be on tomorrow  4 i will still watch her show even though you guys persecute me are you far away ,Negative
is off to bed will explore later  lol,Positive
